service_type,service_id,num_instances,num_fan_out_reg,num_fan_in_reg,num_fan_out_ill,num_fan_in_ill,num_fan_in_all,num_fan_out_all
illfitting,05270,2,2,1,0,0,1,2
illfitting,05271,18,6,2,0,0,2,6
illfitting,05272,2,4,0,0,0,0,4
illfitting,05273,3,2,0,0,0,0,2
illfitting,05274,5,4,4,0,0,4,4
illfitting,05275,2,1,2,0,0,2,1
illfitting,05276,2,3,0,0,0,0,3
illfitting,05277,23,3,1,0,0,1,3
illfitting,05278,2,2,0,0,0,0,2
illfitting,05279,2,2,0,0,0,0,2
illfitting,05280,2,3,0,0,0,0,3
illfitting,05281,2,1,2,0,0,2,1
illfitting,05282,22,3,1,0,0,1,3
illfitting,05283,2,3,0,0,0,0,3
illfitting,05284,2,2,0,0,0,0,2
illfitting,05285,22,2,0,0,0,0,2
illfitting,05286,22,5,0,0,0,0,5
illfitting,05287,22,3,0,0,0,0,3
illfitting,05288,100,6,8,0,0,8,6
illfitting,05289,891,8,8,0,0,8,8
illfitting,05290,22,2,0,0,0,0,2
illfitting,05291,8,4,0,0,0,0,4
illfitting,05292,21,5,9,0,0,9,5
illfitting,05293,22,4,0,0,0,0,4
illfitting,05294,22,4,0,0,0,0,4
illfitting,05295,22,4,3,0,0,3,4
illfitting,05296,22,4,0,0,0,0,4
illfitting,05297,8,2,0,0,0,0,2
illfitting,05298,22,2,3,0,0,3,2
illfitting,05299,22,2,3,0,0,3,2
illfitting,05300,22,4,3,0,0,3,4
illfitting,05301,185,5,8,0,0,8,5
illfitting,05302,18,4,2,0,0,2,4
illfitting,05303,8,4,0,0,0,0,4
illfitting,05304,22,3,0,0,0,0,3
illfitting,05305,653,8,2,0,0,2,8
illfitting,05306,120,7,9,0,0,9,7
illfitting,05307,22,5,0,0,0,0,5
illfitting,05308,22,6,0,0,0,0,6
illfitting,05309,22,4,0,0,0,0,4
illfitting,05310,160,7,9,0,0,9,7
illfitting,05311,22,4,0,0,0,0,4
illfitting,05312,22,5,0,0,0,0,5
illfitting,05313,22,4,0,0,0,0,4
illfitting,05314,22,2,0,0,0,0,2
illfitting,05315,22,4,0,0,0,0,4
illfitting,05316,20,1,0,0,0,0,1
illfitting,05317,22,2,0,0,0,0,2
illfitting,05318,22,2,0,0,0,0,2
illfitting,05319,22,4,0,0,0,0,4
illfitting,05320,57,5,2,0,0,2,5
illfitting,05321,44,2,4,0,0,4,2
illfitting,05322,73,4,1,0,0,1,4
illfitting,05323,22,5,0,0,0,0,5
illfitting,05324,22,3,0,0,0,0,3
illfitting,05325,8,4,0,0,0,0,4
illfitting,05326,22,3,0,0,0,0,3
illfitting,05327,8,2,0,0,0,0,2
illfitting,05328,22,4,0,0,0,0,4
illfitting,05329,455,7,9,0,0,9,7
illfitting,05330,22,2,0,0,0,0,2
illfitting,05331,22,2,6,0,0,6,2
illfitting,05332,2,1,3,0,0,3,1
illfitting,05333,22,4,0,0,0,0,4
illfitting,05334,22,5,0,0,0,0,5
illfitting,05335,559,8,9,0,0,9,8
illfitting,05336,7,5,9,0,0,9,5
illfitting,05337,10,2,2,0,0,2,2
illfitting,05338,22,3,0,0,0,0,3
illfitting,05339,8,5,0,0,0,0,5
illfitting,05340,20,3,0,0,0,0,3
illfitting,05341,110,6,6,0,0,6,6
illfitting,05342,195,7,5,0,0,5,7
illfitting,05343,22,4,0,0,0,0,4
illfitting,05344,22,3,0,0,0,0,3
illfitting,05345,110,7,3,0,0,3,7
illfitting,05346,2005,8,10,0,0,10,8
illfitting,05347,8,4,0,0,0,0,4
illfitting,05348,8,4,0,0,0,0,4
illfitting,05349,22,4,0,0,0,0,4
illfitting,05350,8,3,0,0,0,0,3
illfitting,05351,32,3,4,0,0,4,3
illfitting,05352,3465,8,8,0,0,8,8
illfitting,05353,46,3,3,0,0,3,3
illfitting,05354,741,8,10,0,0,10,8
illfitting,05355,39,4,6,0,0,6,4
illfitting,05356,23,3,6,0,0,6,3
illfitting,05357,22,5,0,0,0,0,5
illfitting,05358,140,4,8,0,0,8,4
illfitting,05359,3709,8,8,0,0,8,8
illfitting,05360,35,4,5,0,0,5,4
illfitting,05361,40,5,6,0,0,6,5
illfitting,05362,8,5,0,0,0,0,5
illfitting,05363,8,3,6,0,0,6,3
illfitting,05364,10,6,0,0,0,0,6
illfitting,05365,10,3,0,0,0,0,3
illfitting,05366,44,6,2,0,0,2,6
illfitting,05367,22,4,0,0,0,0,4
illfitting,05368,8,3,0,0,0,0,3
illfitting,05369,8,4,0,0,0,0,4
illfitting,05370,22,4,6,0,0,6,4
illfitting,05371,56,5,5,0,0,5,5
illfitting,05372,1813,8,10,0,0,10,8
illfitting,05373,22,5,0,0,0,0,5
illfitting,05374,183,7,8,0,0,8,7
illfitting,05375,4,3,6,0,0,6,3
illfitting,05376,8,3,6,0,0,6,3
illfitting,05377,22,3,5,0,0,5,3
illfitting,05378,22,3,4,0,0,4,3
illfitting,05379,22,2,0,0,0,0,2
illfitting,05380,22,3,0,0,0,0,3
illfitting,05381,1085,8,7,1,1,8,9
illfitting,05382,113,6,9,0,0,9,6
illfitting,05383,4,1,3,0,0,3,1
illfitting,05384,8,4,1,0,0,1,4
illfitting,05385,62,5,5,0,0,5,5
illfitting,05386,368,9,8,0,0,8,9
illfitting,05387,8,10,4,1,1,5,11
illfitting,05388,22,11,8,1,1,9,12
illfitting,05389,1852,10,10,1,1,11,11
illfitting,05390,26,11,10,1,1,11,12
illfitting,05391,2077,11,7,0,0,7,11
illfitting,05392,1714,10,8,1,1,9,11
illfitting,05393,22,11,8,1,1,9,12
illfitting,05394,38,10,16,1,1,17,11
illfitting,05395,8,3,2,0,0,2,3
illfitting,05396,8,3,11,0,0,11,3
illfitting,05397,86,12,8,0,0,8,12
illfitting,05398,8,4,0,0,0,0,4
illfitting,05399,22,8,2,0,0,2,8
illfitting,05400,767,13,13,1,2,15,14
illfitting,05401,22,8,6,0,0,6,8
illfitting,05402,50,12,12,1,1,13,13
illfitting,05403,39,10,9,0,0,9,10
illfitting,05404,110,12,12,1,1,13,13
illfitting,05405,1315,12,11,1,1,12,13
illfitting,05406,22,4,0,0,0,0,4
illfitting,05407,1758,12,15,2,3,18,14
illfitting,05408,173,12,12,2,2,14,14
illfitting,05409,8,11,8,4,4,12,15
illfitting,05410,71,11,7,1,1,8,12
illfitting,05411,28,10,14,0,0,14,10
illfitting,05412,798,12,10,1,1,11,13
illfitting,05413,121,12,8,1,1,9,13
illfitting,05414,109,12,9,4,4,13,16
illfitting,05415,160,10,12,1,1,13,11
illfitting,05416,152,12,10,3,3,13,15
illfitting,05417,1242,12,14,2,2,16,14
illfitting,05418,1035,12,12,0,0,12,12
illfitting,05419,97,6,11,0,0,11,6
illfitting,05420,2,4,4,0,0,4,4
illfitting,05421,33,5,5,0,0,5,5
illfitting,05422,33,4,5,0,0,5,4
illfitting,05423,25,4,4,0,0,4,4
illfitting,05424,44,6,4,0,0,4,6
illfitting,05425,72,6,18,0,0,18,6
illfitting,05426,35,6,4,0,0,4,6
illfitting,05427,22,3,4,0,0,4,3
illfitting,05428,22,6,5,0,0,5,6
illfitting,05429,12,5,4,0,0,4,5
illfitting,05430,4,3,4,0,0,4,3
illfitting,05431,2,3,3,0,0,3,3
illfitting,05432,61,5,5,0,0,5,5
illfitting,05433,42,5,5,0,0,5,5
illfitting,05434,2,3,0,0,0,0,3
illfitting,05435,12,4,5,0,0,5,4
illfitting,05436,3,4,1,0,0,1,4
illfitting,05437,3,5,2,0,0,2,5
illfitting,05438,49,5,12,0,0,12,5
illfitting,05439,23,3,12,0,0,12,3
illfitting,05440,1882,12,8,1,1,9,13
illfitting,05441,54,8,10,0,0,10,8
illfitting,05442,44,7,4,0,0,4,7
illfitting,05443,2,5,3,0,0,3,5
illfitting,05444,2,3,0,0,0,0,3
illfitting,05445,33,4,5,0,0,5,4
illfitting,05446,22,3,4,0,0,4,3
illfitting,05447,22,7,13,0,0,13,7
illfitting,05448,38,6,5,0,0,5,6
illfitting,05449,22,5,6,0,0,6,5
illfitting,05450,22,5,11,0,0,11,5
illfitting,05451,22,3,5,0,0,5,3
illfitting,05452,12,5,6,0,0,6,5
illfitting,05453,22,7,0,0,0,0,7
illfitting,05454,1420,11,15,0,0,15,11
illfitting,05455,22,7,9,0,0,9,7
illfitting,05456,8,7,15,0,0,15,7
illfitting,05457,24,3,6,0,0,6,3
illfitting,05458,28,5,12,0,0,12,5
illfitting,05459,1302,9,15,0,0,15,9
illfitting,05460,73,9,5,0,0,5,9
illfitting,05461,22,4,9,0,0,9,4
illfitting,05462,453,9,8,0,0,8,9
illfitting,05463,44,7,10,0,0,10,7
illfitting,05464,1410,12,9,0,0,9,12
illfitting,05465,79,11,5,1,1,6,12
illfitting,05466,25,8,11,0,0,11,8
illfitting,05467,53,10,17,0,0,17,10
illfitting,05468,2,3,3,0,0,3,3
illfitting,05469,22,4,6,0,0,6,4
illfitting,05470,2,5,3,0,0,3,5
illfitting,05471,26,8,5,0,0,5,8
illfitting,05472,238,7,11,0,0,11,7
illfitting,05473,2,6,3,0,0,3,6
illfitting,05474,22,3,10,0,0,10,3
illfitting,05475,720,12,16,9,6,22,21
illfitting,05476,28,7,9,0,0,9,7
illfitting,05477,38,6,9,0,0,9,6
illfitting,05478,23,4,7,0,0,7,4
illfitting,05479,49,11,8,0,0,8,11
illfitting,05480,280,8,11,0,0,11,8
illfitting,05481,53,9,10,1,1,11,10
illfitting,05482,22,7,8,0,0,8,7
illfitting,05483,8,3,3,0,0,3,3
illfitting,05484,143,11,12,1,1,13,12
illfitting,05485,2,3,6,0,0,6,3
illfitting,05486,1042,12,7,0,0,7,12
illfitting,05487,60,7,5,0,0,5,7
illfitting,05488,77,8,8,0,0,8,8
illfitting,05489,22,5,5,0,0,5,5
illfitting,05490,8,10,8,0,0,8,10
illfitting,05491,22,4,10,0,0,10,4
illfitting,05492,53,6,5,0,0,5,6
illfitting,05493,27,5,5,0,0,5,5
illfitting,05494,2,4,3,0,0,3,4
illfitting,05495,8,4,2,0,0,2,4
illfitting,05496,86,11,11,2,1,12,13
illfitting,05497,22,4,9,0,0,9,4
illfitting,05498,300,5,14,0,0,14,5
illfitting,05499,179,10,10,0,0,10,10
illfitting,05500,30,4,8,0,0,8,4
illfitting,05501,60,8,6,1,1,7,9
illfitting,05502,355,12,18,1,1,19,13
illfitting,05503,23,7,10,0,0,10,7
illfitting,05504,138,7,17,0,0,17,7
illfitting,05505,97,5,14,0,0,14,5
illfitting,05506,22,5,7,0,0,7,5
illfitting,05507,45,9,9,0,0,9,9
illfitting,05508,23,3,5,0,0,5,3
illfitting,05509,75,7,6,0,0,6,7
illfitting,05510,24,5,8,0,0,8,5
illfitting,05511,22,5,5,0,0,5,5
illfitting,05512,404,11,9,0,0,9,11
illfitting,05513,27,8,5,0,0,5,8
illfitting,05514,28,5,5,0,0,5,5
illfitting,05515,687,9,16,0,0,16,9
illfitting,05516,25,7,5,0,0,5,7
illfitting,05517,24,6,5,0,0,5,6
illfitting,05518,1970,12,8,1,1,9,13
illfitting,05519,221,10,10,0,0,10,10
illfitting,05520,145,9,8,0,0,8,9
illfitting,05521,22,8,5,0,0,5,8
illfitting,05522,208,11,10,0,0,10,11
illfitting,05523,230,11,7,1,1,8,12
illfitting,05524,23,3,5,0,0,5,3
regular,05525,50,7,1,0,0,1,7
regular,05526,140,19,2,0,0,2,19
regular,05527,1,0,0,0,0,0,0
regular,05528,1,8,0,0,0,0,8
regular,05529,1,8,0,0,0,0,8
regular,05530,3,1,6,0,0,6,1
regular,05531,6,11,0,0,0,0,11
regular,05532,3,0,0,0,0,0,0
regular,05533,3,0,0,0,0,0,0
regular,05534,24,18,8,0,0,8,18
regular,05535,4,0,1,0,0,1,0
regular,05536,56,10,1,0,0,1,10
regular,05537,92,8,0,0,0,0,8
regular,05538,4,5,0,0,0,0,5
regular,05539,5,3,2,0,0,2,3
regular,05540,2,9,0,0,0,0,9
regular,05541,3,1,2,0,0,2,1
illfitting,05542,34,6,3,1,1,4,7
illfitting,05543,34,4,11,0,0,11,4
illfitting,05544,37,4,2,0,0,2,4
illfitting,05545,34,6,0,0,0,0,6
illfitting,05546,56,7,3,0,0,3,7
illfitting,05547,34,6,3,0,0,3,6
illfitting,05548,34,5,3,0,0,3,5
illfitting,05549,34,4,0,0,0,0,4
illfitting,05550,34,4,0,0,0,0,4
illfitting,05551,35,8,7,1,1,8,9
illfitting,05552,34,4,2,0,0,2,4
illfitting,05553,34,8,4,2,2,6,10
illfitting,05554,42,5,7,0,0,7,5
illfitting,05555,70,6,7,0,0,7,6
illfitting,05556,34,5,3,0,0,3,5
illfitting,05557,34,7,0,0,0,0,7
illfitting,05558,20,6,5,0,0,5,6
illfitting,05559,37,7,22,0,0,22,7
illfitting,05560,16,4,4,0,0,4,4
illfitting,05561,23,6,5,0,0,5,6
illfitting,05562,20,8,5,0,0,5,8
illfitting,05563,18,7,5,0,0,5,7
illfitting,05564,18,6,5,0,0,5,6
illfitting,05565,16,5,5,0,0,5,5
illfitting,05566,20,5,5,0,0,5,5
illfitting,05567,17,6,5,0,0,5,6
illfitting,05568,18,6,5,0,0,5,6
illfitting,05569,17,6,5,0,0,5,6
illfitting,05570,19,7,5,0,0,5,7
illfitting,05571,17,7,5,0,0,5,7
regular,05572,10,2,0,0,0,0,2
regular,05573,3,0,0,0,0,0,0
regular,05574,2,1,1,0,0,1,1
regular,05575,2,1,2,0,0,2,1
regular,05576,3,1,1,0,0,1,1
regular,05577,1,16,1,0,0,1,16
regular,05578,26,2,3,0,0,3,2
regular,05579,3,2,0,0,0,0,2
regular,05580,3,1,0,0,0,0,1
regular,05581,3,1,0,0,0,0,1
regular,05582,3,9,1,0,0,1,9
regular,05583,3,0,0,0,0,0,0
regular,05584,3,2,0,0,0,0,2
regular,05585,3,1,0,0,0,0,1
regular,05586,3,5,2,0,0,2,5
regular,05587,4,22,4,0,0,4,22
regular,05588,14,16,14,0,0,14,16
regular,05589,6,8,2,0,0,2,8
regular,05590,30,5,1,0,0,1,5
regular,05591,19,9,7,0,0,7,9
regular,05592,24,31,22,0,0,22,31
regular,05593,1000,19,23,0,0,23,19
regular,05594,36,27,42,0,0,42,27
regular,05595,11,6,1,0,0,1,6
regular,05596,42,8,22,0,0,22,8
regular,05597,8,3,1,0,0,1,3
regular,05598,20,44,1,0,0,1,44
regular,05599,44,16,42,0,0,42,16
regular,05600,15,10,0,0,0,0,10
regular,05601,10,14,0,0,0,0,14
regular,05602,1,5,0,0,0,0,5
regular,05603,11,7,2,0,0,2,7
regular,05604,19,17,20,0,0,20,17
regular,05605,11,20,2,0,0,2,20
regular,05606,15,12,2,0,0,2,12
regular,05607,6,8,18,0,0,18,8
regular,05608,30,28,1,0,0,1,28
regular,05609,3,3,5,0,0,5,3
regular,05610,21,7,0,0,0,0,7
regular,05611,161,9,4,0,0,4,9
regular,05612,3,5,1,0,0,1,5
regular,05613,3,5,1,0,0,1,5
regular,05614,2,4,1,0,0,1,4
regular,05615,519,230,22,428,0,22,658
regular,05616,5,3,16,0,0,16,3
regular,05617,3,1,2,0,0,2,1
regular,05618,3,8,1,0,0,1,8
regular,05619,5,3,5,0,0,5,3
regular,05620,3,5,1,0,0,1,5
regular,05621,3,3,1,0,0,1,3
regular,05622,3,2,0,0,0,0,2
regular,05623,3,4,2,0,0,2,4
regular,05624,184,31,0,72,0,0,103
regular,05625,2,1,1,0,0,1,1
regular,05626,3,8,1,0,0,1,8
regular,05627,4,10,3,0,0,3,10
regular,05628,4,9,1,0,0,1,9
regular,05629,3,7,1,0,0,1,7
regular,05630,10,10,3,0,0,3,10
regular,05631,3,1,0,0,0,0,1
regular,05632,3,1,0,0,0,0,1
regular,05633,1,6,0,0,0,0,6
regular,05634,1,1,2,0,0,2,1
regular,05635,6,8,3,0,0,3,8
regular,05636,10,2,14,0,0,14,2
regular,05637,4,0,14,0,0,14,0
regular,05638,6,11,6,0,0,6,11
regular,05639,3,2,1,0,0,1,2
regular,05640,30,5,2,0,0,2,5
regular,05641,1,2,1,0,0,1,2
regular,05642,20,0,0,0,0,0,0
regular,05643,6442,45,27,0,0,27,45
regular,05644,5,3,1,0,0,1,3
regular,05645,40,16,1,0,0,1,16
regular,05646,1789,36,8,0,0,8,36
regular,05647,3,5,0,0,0,0,5
regular,05648,534,17,1,0,0,1,17
regular,05649,634,15,0,0,0,0,15
regular,05650,1,0,0,0,0,0,0
regular,05651,104,9,0,0,0,0,9
regular,05652,78,8,1,0,0,1,8
regular,05653,52,14,0,0,0,0,14
regular,05654,38,13,2,0,0,2,13
regular,05655,413,15,1,0,0,1,15
regular,05656,14,10,0,0,0,0,10
regular,05657,1083,34,15,0,0,15,34
regular,05658,944,26,11,0,0,11,26
regular,05659,2,1,0,0,0,0,1
regular,05660,30,9,0,0,0,0,9
regular,05661,1,0,0,0,0,0,0
regular,05662,1,1,0,0,0,0,1
regular,05663,1,0,0,0,0,0,0
regular,05664,1,1,1,0,0,1,1
regular,05665,6,4,1,0,0,1,4
regular,05666,138,16,2,0,0,2,16
regular,05667,5,1,1,0,0,1,1
regular,05668,295,20,6,0,0,6,20
regular,05669,68,5,0,0,0,0,5
regular,05670,20,14,0,0,0,0,14
regular,05671,707,20,9,0,0,9,20
regular,05672,179,7,2,1,0,2,8
regular,05673,32,9,0,0,0,0,9
regular,05674,3,0,0,0,0,0,0
regular,05675,36,8,1,0,0,1,8
regular,05676,4,0,0,0,0,0,0
regular,05677,20,10,2,0,0,2,10
regular,05678,1,3,0,0,0,0,3
regular,05679,2,0,1,0,0,1,0
regular,05680,3,1,1,0,0,1,1
regular,05681,1,3,0,0,0,0,3
regular,05682,4,15,0,0,0,0,15
regular,05683,4,7,0,0,0,0,7
regular,05684,3,1,0,0,0,0,1
regular,05685,4,0,2,0,0,2,0
regular,05686,6,7,3,0,0,3,7
regular,05687,3,4,0,0,0,0,4
regular,05688,4,2,1,0,0,1,2
regular,05689,3,5,0,0,0,0,5
regular,05690,3,6,0,0,0,0,6
regular,05691,3,0,1,0,0,1,0
regular,05692,500,18,5,0,0,5,18
regular,05693,1,0,0,0,0,0,0
regular,05694,1,0,0,0,0,0,0
regular,05695,1,0,0,0,0,0,0
regular,05696,4,5,0,0,0,0,5
regular,05697,4,0,10,0,0,10,0
regular,05698,4,3,0,0,0,0,3
regular,05699,4,1,6,0,0,6,1
regular,05700,5,5,0,0,0,0,5
regular,05701,4,2,3,0,0,3,2
regular,05702,4,12,9,0,0,9,12
regular,05703,7,2,10,0,0,10,2
regular,05704,8,16,1,0,0,1,16
regular,05705,8,3,1,0,0,1,3
regular,05706,8,10,1,0,0,1,10
regular,05707,4,7,0,0,0,0,7
regular,05708,10,11,1,0,0,1,11
regular,05709,4,7,0,0,0,0,7
regular,05710,3,2,1,0,0,1,2
regular,05711,4,2,4,0,0,4,2
regular,05712,3,3,2,0,0,2,3
regular,05713,3,1,1,0,0,1,1
regular,05714,53,8,16,0,1,17,8
regular,05715,16,4,3,0,0,3,4
regular,05716,3,0,0,0,0,0,0
regular,05717,80,21,2,0,1,3,21
regular,05718,80,14,6,0,0,6,14
regular,05719,5,1,2,0,0,2,1
regular,05720,1842,7,3,0,0,3,7
regular,05721,3,8,0,0,0,0,8
regular,05722,17,0,0,0,0,0,0
regular,05723,6,1,1,0,0,1,1
regular,05724,20,21,0,0,0,0,21
regular,05725,3,0,0,0,0,0,0
regular,05726,3,1,24,0,1,25,1
regular,05727,6,2,5,0,1,6,2
regular,05728,3,4,2,0,0,2,4
regular,05729,220,23,8,0,0,8,23
regular,05730,3,4,1,0,0,1,4
regular,05731,3,1,0,0,0,0,1
regular,05732,6,3,1,0,0,1,3
regular,05733,160,5,5,0,1,6,5
regular,05734,30,5,1,0,0,1,5
regular,05735,37,17,3,0,0,3,17
regular,05736,9,14,3,0,0,3,14
regular,05737,10,3,0,0,0,0,3
regular,05738,3,1,1,0,0,1,1
regular,05739,3,0,1,0,1,2,0
regular,05740,3,1,0,0,0,0,1
regular,05741,3,1,0,0,0,0,1
regular,05742,1769,7,196,0,871,1067,7
regular,05743,3,3,0,0,0,0,3
regular,05744,1,1,0,0,0,0,1
regular,05745,3,1,0,0,0,0,1
regular,05746,3,1,0,0,0,0,1
regular,05747,1471,44,33,0,0,33,44
regular,05748,350,25,0,0,0,0,25
regular,05749,32,0,1,0,0,1,0
regular,05750,2,0,0,0,0,0,0
regular,05751,59,0,4,0,0,4,0
regular,05752,20,0,4,0,0,4,0
regular,05753,200,7,3,0,0,3,7
regular,05754,100,4,1,0,0,1,4
regular,05755,60,6,2,0,0,2,6
regular,05756,50,4,5,0,0,5,4
illfitting,05757,36,4,18,0,0,18,4
illfitting,05758,34,3,2,0,0,2,3
illfitting,05759,34,4,2,0,0,2,4
illfitting,05760,34,4,2,0,0,2,4
illfitting,05761,34,3,4,0,0,4,3
illfitting,05762,34,3,5,0,0,5,3
illfitting,05763,85,6,2,0,0,2,6
illfitting,05764,52,5,2,0,0,2,5
illfitting,05765,40,2,4,0,0,4,2
illfitting,05766,78,4,2,0,0,2,4
illfitting,05767,77,4,2,0,0,2,4
illfitting,05768,34,2,4,0,0,4,2
illfitting,05769,34,2,2,0,0,2,2
illfitting,05770,55,4,16,0,0,16,4
illfitting,05771,34,4,6,0,0,6,4
illfitting,05772,493,7,8,0,0,8,7
illfitting,05773,2413,8,7,0,0,7,8
illfitting,05774,34,3,6,0,0,6,3
illfitting,05775,39,4,4,0,0,4,4
illfitting,05776,39,3,4,0,0,4,3
illfitting,05777,39,4,4,0,0,4,4
illfitting,05778,34,3,2,0,0,2,3
illfitting,05779,40,3,4,0,0,4,3
illfitting,05780,257,5,4,0,0,4,5
illfitting,05781,2,2,1,0,0,1,2
illfitting,05782,42,5,6,0,0,6,5
illfitting,05783,35,3,4,0,0,4,3
illfitting,05784,34,2,1,0,0,1,2
illfitting,05785,34,3,1,0,0,1,3
illfitting,05786,65,3,5,0,0,5,3
illfitting,05787,34,3,2,0,0,2,3
illfitting,05788,34,2,2,0,0,2,2
illfitting,05789,34,3,0,0,0,0,3
illfitting,05790,34,2,0,0,0,0,2
illfitting,05791,34,2,0,0,0,0,2
illfitting,05792,34,2,0,0,0,0,2
illfitting,05793,34,3,8,0,0,8,3
illfitting,05794,34,3,0,0,0,0,3
illfitting,05795,34,2,0,0,0,0,2
illfitting,05796,34,2,0,0,0,0,2
illfitting,05797,34,2,3,0,0,3,2
illfitting,05798,34,3,4,0,0,4,3
illfitting,05799,34,4,0,0,0,0,4
illfitting,05800,12,2,2,0,0,2,2
illfitting,05801,34,2,0,0,0,0,2
illfitting,05802,34,5,0,0,0,0,5
illfitting,05803,34,2,0,0,0,0,2
illfitting,05804,42,3,4,0,0,4,3
illfitting,05805,34,3,1,0,0,1,3
illfitting,05806,34,2,2,0,0,2,2
illfitting,05807,34,3,3,0,0,3,3
illfitting,05808,34,2,2,0,0,2,2
illfitting,05809,32,5,2,0,0,2,5
illfitting,05810,34,2,0,0,0,0,2
illfitting,05811,34,2,4,0,0,4,2
illfitting,05812,34,3,3,0,0,3,3
illfitting,05813,34,3,1,0,0,1,3
illfitting,05814,173,3,3,0,0,3,3
illfitting,05815,34,4,3,0,0,3,4
illfitting,05816,34,3,4,0,0,4,3
illfitting,05817,34,3,2,0,0,2,3
illfitting,05818,34,2,1,0,0,1,2
illfitting,05819,34,4,0,0,0,0,4
illfitting,05820,32,4,2,0,0,2,4
illfitting,05821,34,3,0,0,0,0,3
illfitting,05822,59,6,3,0,0,3,6
illfitting,05823,34,3,4,0,0,4,3
illfitting,05824,34,2,0,0,0,0,2
illfitting,05825,34,2,6,0,0,6,2
illfitting,05826,34,3,0,0,0,0,3
illfitting,05827,34,3,4,0,0,4,3
illfitting,05828,34,3,0,0,0,0,3
illfitting,05829,34,3,10,0,0,10,3
illfitting,05830,39,2,17,0,0,17,2
illfitting,05831,12,3,2,0,0,2,3
illfitting,05832,34,2,0,0,0,0,2
illfitting,05833,34,2,0,0,0,0,2
illfitting,05834,34,2,2,0,0,2,2
illfitting,05835,34,3,0,0,0,0,3
illfitting,05836,34,5,0,0,0,0,5
illfitting,05837,34,4,0,0,0,0,4
illfitting,05838,34,3,0,0,0,0,3
illfitting,05839,38,3,5,0,0,5,3
illfitting,05840,34,2,0,0,0,0,2
illfitting,05841,34,4,2,0,0,2,4
illfitting,05842,34,3,2,0,0,2,3
illfitting,05843,34,3,2,0,0,2,3
illfitting,05844,34,2,2,0,0,2,2
illfitting,05845,34,3,0,0,0,0,3
illfitting,05846,47,5,25,0,0,25,5
illfitting,05847,119,5,2,0,0,2,5
illfitting,05848,76,3,3,0,0,3,3
illfitting,05849,34,3,0,0,0,0,3
illfitting,05850,34,3,0,0,0,0,3
illfitting,05851,34,2,2,0,0,2,2
illfitting,05852,34,3,0,0,0,0,3
illfitting,05853,37,3,16,0,0,16,3
illfitting,05854,34,2,0,0,0,0,2
illfitting,05855,34,2,0,0,0,0,2
illfitting,05856,34,2,2,0,0,2,2
illfitting,05857,34,3,0,0,0,0,3
illfitting,05858,34,3,0,0,0,0,3
illfitting,05859,34,2,3,0,0,3,2
illfitting,05860,34,3,0,0,0,0,3
illfitting,05861,34,3,0,0,0,0,3
illfitting,05862,34,2,1,0,0,1,2
illfitting,05863,34,3,0,0,0,0,3
illfitting,05864,34,2,16,0,0,16,2
illfitting,05865,34,2,0,0,0,0,2
illfitting,05866,34,4,0,0,0,0,4
illfitting,05867,34,3,3,0,0,3,3
illfitting,05868,63,21,5,13,10,15,34
illfitting,05869,33,19,5,4,5,10,23
illfitting,05870,37,18,6,11,11,17,29
illfitting,05871,33,18,5,8,8,13,26
illfitting,05872,37,17,4,4,8,12,21
illfitting,05873,33,19,5,7,6,11,26
illfitting,05874,37,19,5,6,7,12,25
illfitting,05875,33,18,5,6,6,11,24
illfitting,05876,37,17,5,9,9,14,26
illfitting,05877,33,20,5,8,8,13,28
illfitting,05878,37,19,5,11,10,15,30
illfitting,05879,33,18,5,5,6,11,23
illfitting,05880,37,19,5,5,7,12,24
illfitting,05881,68,10,8,0,0,8,10
illfitting,05882,68,9,9,0,0,9,9
illfitting,05883,224,14,9,1,1,10,15
illfitting,05884,80,13,9,1,1,10,14
illfitting,05885,68,13,8,1,1,9,14
illfitting,05886,198,13,9,1,1,10,14
illfitting,05887,70,10,7,0,0,7,10
illfitting,05888,111,11,11,1,1,12,12
illfitting,05889,88,13,14,1,2,16,14
illfitting,05890,74,10,8,0,0,8,10
illfitting,05891,68,9,10,0,0,10,9
illfitting,05892,69,10,9,0,0,9,10
illfitting,05893,68,9,8,0,0,8,9
illfitting,05894,281,13,11,1,1,12,14
illfitting,05895,90,11,11,0,0,11,11
illfitting,05896,85,10,7,0,0,7,10
illfitting,05897,161,12,9,0,0,9,12
illfitting,05898,68,8,9,0,0,9,8
illfitting,05899,68,9,7,0,0,7,9
illfitting,05900,726,15,7,87,24,31,102
illfitting,05901,722,14,7,80,28,35,94
illfitting,05902,78,21,3,31,53,56,52
illfitting,05903,78,20,3,39,57,60,59
illfitting,05904,132,18,4,42,70,74,60
illfitting,05905,135,19,3,45,72,75,64
illfitting,05906,53,19,3,26,39,42,45
illfitting,05907,52,18,3,26,36,39,44
illfitting,05908,101,5,5,3,0,5,8
illfitting,05909,100,5,4,3,0,4,8
illfitting,05910,35,6,2,0,1,3,6
illfitting,05911,35,8,1,0,1,2,8
illfitting,05912,35,8,2,0,1,3,8
illfitting,05913,35,7,1,0,1,2,7
illfitting,05914,34,7,2,0,1,3,7
illfitting,05915,34,7,1,0,1,2,7
illfitting,05916,55,8,11,0,0,11,8
illfitting,05917,170,6,9,0,0,9,6
illfitting,05918,34,3,0,0,0,0,3
illfitting,05919,17,7,0,0,0,0,7
