service_type,service_id,num_endpoints
illfitting,04842,1
illfitting,02838,1
illfitting,08412,1
illfitting,15317,1
illfitting,05235,1
illfitting,11792,1
illfitting,11345,1
illfitting,05270,1
illfitting,04208,1
illfitting,09618,1
illfitting,11078,1
regular,13531,1
illfitting,00550,4
illfitting,08827,1
illfitting,14249,1
illfitting,02613,1
illfitting,02271,1
illfitting,13502,1
illfitting,09114,1
illfitting,11259,1
regular,17038,3
regular,00045,22
regular,02529,4
illfitting,17288,1
illfitting,14336,4
illfitting,05889,3
illfitting,16631,2
regular,06033,1
illfitting,05241,1
illfitting,00579,1
illfitting,03934,1
illfitting,17371,1
regular,12658,1
regular,06741,1
illfitting,07990,1
illfitting,18477,2
illfitting,16542,1
regular,17763,1
illfitting,17292,1
regular,12481,2
illfitting,08574,1
regular,18335,2
regular,07935,1
illfitting,09612,1
illfitting,18579,1
illfitting,00511,2
illfitting,09463,1
illfitting,13115,1
illfitting,02871,1
illfitting,02215,1
illfitting,09882,1
illfitting,04027,1
illfitting,07465,1
regular,08943,1
regular,07098,4
illfitting,06989,1
regular,03400,2
regular,14585,29
regular,18254,3
illfitting,01980,1
illfitting,11869,1
illfitting,05076,1
regular,07376,5
regular,06668,7
illfitting,07399,1
illfitting,01996,1
regular,17550,2
regular,12368,1
regular,08034,2
illfitting,13170,1
regular,07903,2
illfitting,01578,1
illfitting,16568,1
illfitting,12943,1
illfitting,08285,1
illfitting,01922,1
regular,03385,1
illfitting,04648,1
illfitting,03842,1
regular,13629,26
regular,16888,1
regular,00306,2
regular,18382,3
illfitting,10266,1
illfitting,02722,1
illfitting,16354,1
regular,09790,1
illfitting,01087,1
illfitting,02251,1
illfitting,15442,1
regular,02422,325
illfitting,01166,1
illfitting,02218,1
regular,17030,2
illfitting,01669,3
illfitting,06107,1
regular,10649,5
illfitting,09359,1
regular,11498,4
illfitting,11691,1
illfitting,11636,1
illfitting,02849,1
illfitting,16375,1
illfitting,04738,1
regular,12058,8
regular,16910,3
regular,11459,3
illfitting,16519,1
illfitting,04025,1
illfitting,14290,1
illfitting,11835,1
illfitting,13990,1
regular,03473,1
illfitting,15402,1
illfitting,11771,1
illfitting,04907,1
regular,17577,1
regular,14502,1
regular,00724,5
regular,16871,2
regular,16713,1
regular,18206,8
regular,07902,2
illfitting,07587,1
regular,16736,1
illfitting,09553,1
illfitting,15238,1
illfitting,13429,1
illfitting,15207,1
illfitting,16481,2
illfitting,02233,1
illfitting,15462,1
illfitting,16456,1
regular,09677,9
illfitting,02934,1
regular,00150,1
regular,18390,2
illfitting,17238,1
illfitting,14381,3
illfitting,08788,1
illfitting,06915,1
regular,07698,2
illfitting,15101,1
illfitting,00404,2
illfitting,08780,1
illfitting,09120,1
illfitting,08825,2
illfitting,13043,2
illfitting,15544,1
regular,17934,1
illfitting,09850,1
illfitting,15478,1
illfitting,16443,1
regular,16780,17
regular,00139,4
illfitting,01847,1
illfitting,13319,1
illfitting,08129,1
illfitting,04816,1
illfitting,05431,2
illfitting,16612,1
illfitting,01370,1
regular,03196,2
illfitting,03010,1
illfitting,08110,1
regular,04572,7
regular,06670,8
illfitting,13009,1
regular,10661,2
illfitting,15295,1
illfitting,04674,1
regular,03322,2
illfitting,11413,2
regular,14875,3
regular,17838,8
illfitting,03018,1
illfitting,03055,1
illfitting,09464,1
illfitting,08406,1
illfitting,04222,1
regular,10627,10
regular,11478,2
illfitting,12565,1
illfitting,08199,1
illfitting,02165,1
illfitting,11166,1
illfitting,03990,1
regular,04185,5
regular,00280,1
regular,14678,1
illfitting,09057,1
illfitting,15661,1
illfitting,09045,1
illfitting,12540,1
illfitting,18452,1
illfitting,08087,1
illfitting,14068,1
illfitting,15829,1
illfitting,16282,1
illfitting,07548,1
regular,07923,5
illfitting,01644,2
regular,18580,7
regular,04512,2
illfitting,01082,2
illfitting,06971,1
illfitting,17448,2
illfitting,01375,1
illfitting,09130,1
illfitting,12414,1
regular,14613,2
illfitting,02921,1
illfitting,11735,1
illfitting,03632,1
regular,07193,4
illfitting,01078,1
regular,18156,1
illfitting,08187,1
illfitting,08488,1
regular,03499,1
illfitting,01384,1
regular,06524,7
regular,04413,4
regular,14871,3
illfitting,17121,2
illfitting,17327,2
illfitting,05427,2
illfitting,05164,1
regular,00219,2
illfitting,11433,1
illfitting,14232,1
illfitting,09296,1
illfitting,13015,1
illfitting,03923,1
regular,08920,1
illfitting,01101,1
illfitting,01431,1
regular,07137,6
illfitting,05950,1
regular,06463,8
regular,17819,1
illfitting,05443,2
illfitting,01433,1
regular,08016,1
illfitting,11357,1
regular,07873,7
regular,14883,1
illfitting,11617,1
illfitting,08295,1
illfitting,11650,1
illfitting,01866,1
illfitting,06077,1
illfitting,07623,1
illfitting,07473,1
illfitting,01668,2
illfitting,05503,3
regular,14846,5
illfitting,11660,1
illfitting,14078,1
illfitting,03882,1
regular,07074,7
illfitting,08165,1
illfitting,15069,1
illfitting,14119,1
illfitting,13909,1
illfitting,13296,1
illfitting,14108,1
regular,07177,8
regular,17946,9
regular,04187,5
illfitting,09969,1
illfitting,10033,1
illfitting,11167,1
regular,06720,3
illfitting,01327,1
illfitting,16489,1
illfitting,05784,1
illfitting,02596,1
regular,17717,1
illfitting,17254,1
regular,16746,1
regular,17846,4
regular,12150,2
regular,18030,3
regular,07195,3
regular,12585,4
illfitting,15146,1
illfitting,10190,1
regular,18376,2
regular,14889,1
regular,08014,1
illfitting,12925,1
illfitting,01971,1
illfitting,09833,1
regular,18005,3
regular,02528,1
regular,03216,1
illfitting,13955,1
illfitting,05176,1
illfitting,05417,5
illfitting,10016,1
regular,16985,6
illfitting,01145,1
illfitting,15364,1
illfitting,17334,2
regular,10402,2
illfitting,14201,1
illfitting,12512,4
illfitting,10236,1
regular,00836,3
illfitting,17412,2
illfitting,08830,1
illfitting,15224,1
illfitting,03614,1
illfitting,13148,1
illfitting,02383,1
regular,04470,13
regular,06764,2
illfitting,17298,1
regular,14594,5
illfitting,03904,1
regular,16727,1
regular,18072,2
illfitting,06779,1
illfitting,00522,2
illfitting,11358,1
regular,07353,1
illfitting,11758,1
illfitting,13963,1
illfitting,09944,1
illfitting,16425,1
illfitting,01876,1
illfitting,09527,1
illfitting,02980,1
regular,04391,5
regular,17660,1
illfitting,09245,1
regular,14877,3
illfitting,11285,1
illfitting,02945,1
regular,00728,11
regular,16850,12
illfitting,11236,1
illfitting,03052,1
illfitting,08170,1
illfitting,16272,1
regular,16805,2
illfitting,16496,1
illfitting,13184,1
regular,17044,3
regular,03315,2
illfitting,15089,1
illfitting,14077,1
illfitting,11142,1
regular,02582,1
regular,14472,1
illfitting,09424,1
regular,17849,11
regular,07659,8
illfitting,05177,1
illfitting,05506,3
illfitting,08547,3
illfitting,13946,1
illfitting,14193,1
regular,12228,2
illfitting,07988,1
illfitting,00580,1
illfitting,01620,2
regular,06367,2
illfitting,16154,1
illfitting,16586,1
illfitting,11906,1
illfitting,11802,1
illfitting,11822,1
regular,12594,5
illfitting,11209,1
regular,02441,35
regular,14589,9
regular,16711,6
regular,06692,3
illfitting,18581,1
regular,00694,2
regular,18253,3
regular,14788,2
illfitting,06056,1
illfitting,16244,1
illfitting,16659,3
regular,16703,3
illfitting,15958,1
regular,04154,1
regular,16003,1
regular,07117,5
illfitting,15830,1
regular,12364,2
illfitting,13259,1
illfitting,10061,4
illfitting,13283,1
regular,04078,1
illfitting,08124,1
illfitting,02908,1
illfitting,17171,2
regular,16930,2
illfitting,13967,1
regular,16932,14
regular,07867,2
regular,18365,2
illfitting,16120,1
illfitting,09238,1
illfitting,13437,1
illfitting,15268,1
regular,07300,5
regular,07889,2
regular,18422,1
regular,10538,3
illfitting,15350,1
illfitting,04641,1
illfitting,05180,1
illfitting,10176,1
illfitting,10927,1
illfitting,08405,1
illfitting,13229,1
illfitting,15698,1
regular,18582,355
illfitting,03033,1
illfitting,13854,1
regular,16017,4
illfitting,02087,1
illfitting,01818,2
illfitting,08149,1
illfitting,09216,1
illfitting,17291,1
regular,17002,1
illfitting,15254,1
illfitting,17325,1
illfitting,18484,1
illfitting,15867,1
regular,10696,1
illfitting,16485,1
regular,06666,1
illfitting,16260,1
regular,14732,30
regular,10540,2
illfitting,05437,2
illfitting,02360,1
regular,00795,2
regular,14479,3
regular,16023,4
illfitting,18569,3
illfitting,00477,2
illfitting,17397,2
illfitting,01685,2
illfitting,11267,1
regular,12374,1
illfitting,08783,1
regular,17822,2
regular,12240,1
illfitting,08674,1
illfitting,05336,2
illfitting,02176,1
illfitting,09178,1
illfitting,10231,1
regular,03460,3
regular,16015,58
regular,07834,4
illfitting,09985,4
regular,06361,3
illfitting,05142,2
illfitting,06178,1
illfitting,15058,1
illfitting,18583,1
illfitting,15366,1
illfitting,08286,1
illfitting,02209,1
illfitting,15425,1
regular,16823,4
illfitting,10337,1
illfitting,13775,3
illfitting,07541,1
regular,07932,1
regular,05634,1
illfitting,03034,1
illfitting,07395,1
illfitting,13207,1
illfitting,09282,1
illfitting,04851,1
regular,17615,2
illfitting,01367,1
illfitting,14212,1
regular,04393,7
illfitting,07604,1
illfitting,13455,1
regular,14633,10
regular,03448,4
regular,12197,1
illfitting,09041,1
regular,10695,2
regular,17607,1
illfitting,17386,4
regular,10381,4
illfitting,16497,1
regular,10739,1
illfitting,07462,1
illfitting,13001,1
illfitting,04994,1
illfitting,15850,1
illfitting,16591,1
illfitting,06224,1
regular,14492,11
illfitting,16620,1
regular,10687,2
illfitting,17299,1
illfitting,00535,2
regular,10552,1
regular,18394,2
illfitting,11870,1
illfitting,13953,1
illfitting,15611,1
illfitting,15107,1
regular,06523,7
regular,12402,2
regular,05608,2
illfitting,08975,1
illfitting,04757,1
illfitting,15907,1
illfitting,05211,1
illfitting,15333,1
illfitting,15255,1
illfitting,04034,1
illfitting,15813,2
illfitting,05196,1
illfitting,01651,2
illfitting,02287,1
illfitting,09332,1
illfitting,05218,1
illfitting,02313,1
regular,07209,2
illfitting,09490,1
regular,06587,1
illfitting,03818,1
illfitting,02903,1
illfitting,02385,1
illfitting,08172,1
illfitting,09979,3
illfitting,16304,3
regular,06635,16
illfitting,16270,1
illfitting,11673,1
regular,18584,2
illfitting,03637,1
illfitting,17389,1
illfitting,16480,4
illfitting,08791,1
regular,12096,2
illfitting,08771,1
illfitting,13181,1
illfitting,16486,2
illfitting,04046,1
illfitting,09414,1
illfitting,09485,1
illfitting,08381,1
regular,10371,1
illfitting,05567,1
illfitting,15391,1
regular,18294,2
illfitting,08447,1
regular,07121,1
illfitting,01748,3
illfitting,06828,1
illfitting,16192,1
illfitting,02905,1
illfitting,14033,1
illfitting,08402,1
illfitting,15785,1
illfitting,11866,1
illfitting,02999,1
illfitting,09256,1
illfitting,11843,1
regular,12485,96
illfitting,08562,3
illfitting,08278,1
regular,05711,2
illfitting,13237,1
regular,00078,2
illfitting,02294,1
illfitting,15209,1
illfitting,16294,3
illfitting,16356,5
illfitting,04193,1
illfitting,12580,1
regular,00858,1
illfitting,02887,1
regular,14796,2
illfitting,01193,1
regular,09742,4
regular,06578,2
illfitting,11253,1
illfitting,09397,1
illfitting,08897,1
regular,06529,2
illfitting,02025,1
illfitting,01165,1
illfitting,05281,1
regular,04377,7
illfitting,08254,1
illfitting,13408,1
illfitting,11923,1
illfitting,02273,1
illfitting,09269,1
regular,07836,4
regular,17033,2
regular,12806,3
illfitting,01388,1
regular,07138,4
illfitting,08097,1
regular,17648,1
illfitting,18515,2
regular,18277,16
regular,16765,6
illfitting,15278,1
illfitting,08365,1
regular,12084,1
illfitting,08826,1
illfitting,08081,1
illfitting,01967,1
illfitting,13438,1
illfitting,13428,1
illfitting,09491,1
illfitting,08781,1
illfitting,15820,2
regular,03678,4
illfitting,15439,1
regular,06682,2
illfitting,04770,1
regular,06521,8
illfitting,14165,1
illfitting,11638,1
regular,10121,5
illfitting,02250,1
illfitting,04726,1
illfitting,15751,2
illfitting,11221,1
illfitting,13224,1
regular,00353,1
illfitting,09468,1
illfitting,14362,5
regular,17709,13
illfitting,07557,1
illfitting,02900,1
regular,11521,1
regular,07887,3
illfitting,06317,1
illfitting,11258,1
illfitting,05907,1
illfitting,02192,1
regular,06466,9
regular,07314,18
illfitting,13205,1
illfitting,11097,1
illfitting,10165,1
regular,07158,2
illfitting,10202,1
illfitting,09218,1
illfitting,10153,1
illfitting,13272,1
illfitting,11207,1
illfitting,13108,1
illfitting,01114,1
illfitting,10198,1
regular,14868,1
illfitting,09906,1
illfitting,03043,2
illfitting,11893,1
illfitting,00534,2
regular,10651,3
regular,18089,3
regular,12696,2
regular,10807,11
illfitting,00501,2
illfitting,15781,2
illfitting,09449,1
illfitting,13077,1
illfitting,00391,3
illfitting,03949,1
regular,12690,2
illfitting,01778,2
illfitting,09240,1
illfitting,02829,1
illfitting,09614,1
regular,10390,12
illfitting,14369,5
illfitting,04858,1
regular,12114,5
regular,00018,2
regular,00084,41
regular,07951,6
illfitting,04956,1
illfitting,02219,1
illfitting,03860,1
illfitting,07609,1
illfitting,03647,1
illfitting,01713,2
regular,00890,2
illfitting,13171,1
illfitting,05510,3
illfitting,13264,1
illfitting,02954,1
illfitting,09538,1
regular,07833,3
illfitting,08583,3
illfitting,09063,1
regular,14641,1
illfitting,07404,1
illfitting,08155,1
illfitting,09536,1
illfitting,02002,1
illfitting,16563,2
regular,17686,1
regular,10728,2
regular,06338,6
regular,18094,4
illfitting,11369,1
illfitting,02983,1
illfitting,09926,2
illfitting,03957,1
regular,17975,1
illfitting,10254,1
illfitting,13776,1
regular,06435,3
regular,04380,2
illfitting,16265,1
illfitting,14247,1
illfitting,08336,1
illfitting,09364,1
illfitting,12922,1
illfitting,03020,1
regular,12173,2
regular,14542,3
illfitting,13072,1
regular,09766,4
illfitting,05024,1
illfitting,07554,1
illfitting,04686,1
illfitting,09179,1
regular,12811,1
illfitting,11907,1
illfitting,06777,1
illfitting,04613,1
illfitting,09531,1
illfitting,04788,1
illfitting,01984,1
illfitting,08552,1
regular,03299,8
illfitting,14181,1
illfitting,02623,1
regular,11500,2
regular,10515,3
illfitting,17401,4
illfitting,03908,1
regular,07277,3
regular,03515,3
illfitting,16386,1
illfitting,10059,1
illfitting,13092,1
illfitting,02754,1
illfitting,07514,1
illfitting,15286,1
illfitting,14123,1
illfitting,15839,1
illfitting,05948,1
regular,10809,1
regular,10448,1
regular,09635,1
regular,05726,3
regular,10718,1
illfitting,00578,1
regular,14582,9
illfitting,03035,1
illfitting,08066,1
illfitting,04626,1
illfitting,06119,1
regular,06640,2
illfitting,06785,1
regular,17565,1
regular,14603,1
regular,06386,1
illfitting,13027,1
regular,12340,24
illfitting,06226,2
regular,00951,5
regular,10417,3
illfitting,05360,3
illfitting,07560,1
regular,06339,4
illfitting,14091,1
illfitting,11306,2
illfitting,17338,3
illfitting,13273,1
illfitting,08104,1
illfitting,08242,1
illfitting,05310,2
illfitting,12889,1
illfitting,13134,1
illfitting,15227,1
illfitting,17399,4
regular,14729,3
regular,10370,3
illfitting,06127,1
regular,18080,3
illfitting,06301,1
regular,10643,2
illfitting,10286,1
regular,12861,2
illfitting,01916,1
illfitting,05012,1
illfitting,11912,1
illfitting,01898,1
illfitting,05221,1
regular,02392,1
regular,10828,1
illfitting,14326,5
regular,00993,5
regular,14750,5
illfitting,11054,1
regular,07196,1
regular,12620,2
illfitting,08550,1
illfitting,08858,1
illfitting,17387,4
illfitting,01300,1
illfitting,15388,1
illfitting,06956,1
illfitting,07982,1
regular,07227,2
regular,07213,4
illfitting,03645,1
regular,18585,3
illfitting,08281,1
illfitting,08478,1
illfitting,15789,2
illfitting,09430,1
illfitting,11181,1
illfitting,09348,1
illfitting,13104,1
illfitting,01129,1
illfitting,01991,1
regular,02578,2
regular,06245,10
regular,06473,6
illfitting,11837,1
illfitting,01637,2
regular,08035,1
illfitting,06078,1
illfitting,15302,1
regular,12888,6
illfitting,14124,1
illfitting,14324,3
illfitting,04897,1
illfitting,17237,1
regular,06425,1
illfitting,02607,1
illfitting,07515,1
illfitting,12561,1
illfitting,15632,1
illfitting,15223,1
regular,01571,29
illfitting,05917,2
illfitting,09085,1
regular,10475,5
regular,16744,3
illfitting,02868,1
illfitting,08676,2
illfitting,09902,1
illfitting,09003,1
illfitting,09962,1
illfitting,18466,4
illfitting,15339,1
regular,07841,3
illfitting,17445,2
regular,06650,2
illfitting,05234,1
illfitting,07613,1
regular,10605,2
illfitting,13657,1
illfitting,01692,2
illfitting,09082,1
illfitting,16181,1
illfitting,16093,1
illfitting,01749,2
regular,18586,20
regular,03367,3
regular,03586,29
regular,00082,7
regular,14767,3
illfitting,08901,1
illfitting,11094,1
illfitting,16520,1
illfitting,09362,1
illfitting,15154,1
illfitting,09235,1
illfitting,09837,2
illfitting,00450,2
illfitting,05782,1
illfitting,01094,1
regular,12800,1
illfitting,06900,1
illfitting,09160,1
illfitting,13100,1
illfitting,03060,1
illfitting,01415,1
illfitting,13046,1
regular,00039,9
illfitting,01654,2
regular,07345,2
illfitting,05869,1
regular,07661,2
regular,17518,2
illfitting,02182,1
illfitting,11818,1
illfitting,04609,1
illfitting,02377,1
illfitting,05452,3
illfitting,09042,1
regular,13539,7
illfitting,04975,1
regular,07930,1
illfitting,09992,3
illfitting,16397,4
illfitting,02012,1
illfitting,02708,1
illfitting,17191,2
illfitting,11883,1
illfitting,13851,1
regular,17791,1
illfitting,05116,1
illfitting,15309,1
illfitting,15580,1
illfitting,11578,1
illfitting,11147,1
regular,18247,2
illfitting,11069,1
regular,07929,6
illfitting,11726,1
regular,05619,6
illfitting,08216,1
illfitting,07533,1
illfitting,08141,1
regular,12079,1
illfitting,09285,1
illfitting,17282,1
illfitting,09554,1
illfitting,13420,1
illfitting,17228,1
illfitting,02826,1
illfitting,02174,1
regular,07946,3
regular,14793,2
regular,03407,10
illfitting,08095,1
illfitting,13192,1
illfitting,08541,1
regular,07382,6
illfitting,11702,1
illfitting,01126,1
illfitting,15860,1
regular,06031,1
regular,00936,2
illfitting,12999,1
illfitting,09904,1
illfitting,00520,2
illfitting,06236,1
regular,00995,5
illfitting,04817,1
illfitting,04615,1
illfitting,16351,3
regular,06039,1
regular,12396,1
illfitting,02809,1
illfitting,02352,1
illfitting,04927,1
illfitting,13994,1
illfitting,09305,1
regular,09760,4
regular,11978,1
regular,03741,3
illfitting,13430,1
regular,14755,5
regular,14906,2
illfitting,16407,2
illfitting,11046,1
regular,12472,2
regular,00073,1
illfitting,15450,1
illfitting,15836,1
illfitting,09919,2
regular,00908,2
illfitting,09957,1
regular,02406,2
illfitting,09227,1
illfitting,00613,1
regular,07676,1
illfitting,03944,1
illfitting,11926,1
illfitting,04856,1
illfitting,18442,1
illfitting,08212,2
illfitting,15181,1
regular,17713,1
illfitting,05222,1
illfitting,04985,1
illfitting,06085,1
illfitting,11350,1
illfitting,13277,1
illfitting,01850,1
regular,18274,1
illfitting,02369,1
illfitting,02169,1
illfitting,02659,1
regular,07669,1
illfitting,09624,1
regular,09645,5
illfitting,13183,1
illfitting,15189,1
illfitting,17109,2
illfitting,08067,1
illfitting,08681,2
illfitting,05245,1
illfitting,07986,1
regular,03429,2
illfitting,15348,1
illfitting,08516,3
illfitting,09984,2
illfitting,16213,1
illfitting,01648,2
regular,12026,4
regular,17537,8
regular,17742,1
regular,07891,2
illfitting,16505,2
illfitting,01394,1
illfitting,13127,1
illfitting,04357,2
regular,00933,2
regular,03183,2
regular,12400,2
illfitting,01318,2
illfitting,05903,1
illfitting,02193,1
regular,13621,13
illfitting,07458,1
regular,04602,4
illfitting,10267,1
regular,12813,1
illfitting,13506,1
regular,06688,2
regular,17520,2
illfitting,13300,1
regular,14758,2
illfitting,17127,2
illfitting,08299,1
regular,03153,1
regular,17616,1
illfitting,02911,1
illfitting,16208,1
illfitting,10237,1
illfitting,04679,1
illfitting,11095,1
regular,12444,8
illfitting,11591,1
illfitting,11131,1
illfitting,05389,2
illfitting,11728,1
illfitting,10057,2
illfitting,18587,1
illfitting,06216,2
illfitting,07509,1
regular,16749,1
illfitting,13390,1
regular,12461,3
illfitting,14289,1
illfitting,13475,1
illfitting,12917,1
illfitting,11352,1
illfitting,03997,1
illfitting,09607,1
illfitting,11197,1
regular,12489,4
illfitting,03968,1
regular,11463,5
illfitting,14970,1
regular,00785,1
illfitting,13700,1
regular,12116,7
regular,07691,4
regular,17695,1
illfitting,05875,1
illfitting,18457,1
illfitting,08954,1
illfitting,06072,1
illfitting,10340,1
illfitting,16572,1
illfitting,00475,2
illfitting,17429,2
illfitting,01610,1
regular,01056,10
illfitting,15090,1
regular,17647,1
regular,12681,7
regular,09688,1
illfitting,10297,1
illfitting,01527,1
illfitting,04340,1
illfitting,09244,1
illfitting,16583,1
illfitting,05043,1
regular,10081,1
illfitting,07568,1
illfitting,13210,1
regular,06742,4
illfitting,02834,1
illfitting,01347,2
regular,00690,2
regular,07211,2
illfitting,06310,1
illfitting,14394,5
illfitting,06140,1
illfitting,14301,1
illfitting,02043,1
regular,17573,2
regular,17848,1
illfitting,11599,1
illfitting,09228,1
illfitting,11045,1
regular,06636,4
regular,14591,9
illfitting,02686,1
regular,13625,32
illfitting,09925,1
regular,14606,6
illfitting,01934,1
illfitting,11845,1
illfitting,09022,1
regular,12053,1
illfitting,02284,1
regular,05603,1
illfitting,15020,1
illfitting,07989,2
regular,16894,2
regular,12088,8
illfitting,02930,1
illfitting,14337,3
regular,17813,5
regular,17551,2
illfitting,11537,1
illfitting,02020,1
illfitting,08203,1
regular,06017,1
illfitting,15649,1
illfitting,09142,1
illfitting,11770,1
regular,07348,7
regular,03091,3
regular,02553,10
illfitting,18487,1
regular,16992,3
illfitting,13257,1
regular,03527,1
regular,07162,2
illfitting,04887,1
illfitting,08072,1
regular,14870,4
illfitting,01454,1
illfitting,15161,1
regular,03357,1
illfitting,00503,2
illfitting,18520,6
regular,12597,4
illfitting,06219,1
regular,07917,2
illfitting,08294,1
illfitting,07480,1
illfitting,02295,1
illfitting,15834,1
regular,14741,2
illfitting,09599,1
illfitting,11861,1
illfitting,01830,2
regular,07341,13
illfitting,00500,2
illfitting,05157,1
illfitting,14356,5
illfitting,16267,1
illfitting,01650,2
illfitting,04753,1
illfitting,11319,2
illfitting,02229,2
regular,07875,3
illfitting,14276,1
illfitting,05038,1
illfitting,01615,1
regular,09718,58
regular,06705,7
illfitting,16652,2
regular,11497,1
illfitting,11892,1
regular,07239,2
regular,04552,3
regular,10085,1
illfitting,09200,1
illfitting,09838,2
illfitting,08253,1
regular,12794,6
regular,03695,2
illfitting,12935,1
illfitting,08822,1
illfitting,11824,1
illfitting,06163,1
illfitting,05899,3
regular,17032,2
regular,07351,2
regular,10455,6
regular,02393,2
illfitting,10321,1
regular,12190,6
illfitting,00468,2
illfitting,13289,1
illfitting,11086,2
illfitting,10050,2
regular,14918,1
regular,17591,15
regular,01068,2
regular,07859,2
illfitting,14365,5
illfitting,11071,1
illfitting,02304,1
regular,07050,1
regular,05638,7
regular,12671,2
illfitting,07413,1
illfitting,04756,1
illfitting,01827,2
illfitting,04869,1
illfitting,02622,1
illfitting,15355,1
illfitting,15480,1
regular,10869,1
regular,12614,1
illfitting,09309,1
illfitting,16470,1
regular,11474,9
illfitting,05371,3
regular,02425,2
illfitting,03656,1
illfitting,01699,2
regular,18048,1
illfitting,11217,1
illfitting,11863,1
illfitting,11780,1
illfitting,08507,2
illfitting,16091,1
illfitting,11328,2
illfitting,13513,1
illfitting,08188,1
illfitting,16200,1
illfitting,09447,1
illfitting,12960,1
regular,00357,1
illfitting,06304,1
illfitting,01848,1
regular,16901,4
regular,07897,4
regular,14486,11
illfitting,11225,1
regular,17022,5
illfitting,03841,1
illfitting,14979,1
regular,16996,4
illfitting,04905,1
illfitting,05359,4
illfitting,15575,1
regular,00883,1
illfitting,08304,1
illfitting,08497,1
illfitting,14176,1
illfitting,01072,1
illfitting,14147,1
illfitting,08232,1
illfitting,13000,1
illfitting,03838,1
regular,02423,613
regular,13628,25
regular,00912,10
regular,10584,3
illfitting,17499,1
regular,14473,3
illfitting,16490,1
illfitting,16460,3
regular,00870,2
illfitting,13209,1
illfitting,13215,1
illfitting,05857,1
regular,09824,1
illfitting,05486,2
illfitting,03930,1
illfitting,14332,3
illfitting,18460,1
illfitting,11857,1
illfitting,06843,1
illfitting,08805,1
regular,02574,16
regular,03201,13
regular,06359,4
illfitting,14155,1
illfitting,10004,1
illfitting,16345,2
illfitting,05422,2
illfitting,14100,1
illfitting,04705,1
regular,08922,1
regular,00051,1
illfitting,08896,1
illfitting,01245,1
illfitting,09046,1
illfitting,01361,1
illfitting,09541,1
illfitting,13695,1
regular,06568,2
regular,17559,4
illfitting,09884,1
illfitting,15567,1
illfitting,02667,1
regular,07955,13
regular,03223,1
illfitting,05193,1
illfitting,04969,1
regular,12589,3
illfitting,02353,1
illfitting,05847,1
illfitting,11867,1
illfitting,09429,1
illfitting,16614,1
illfitting,09291,1
illfitting,01321,1
illfitting,00546,2
regular,14614,34
illfitting,15306,1
illfitting,04767,1
regular,03588,32
illfitting,08983,1
regular,06557,3
regular,10505,3
illfitting,11649,1
regular,04373,11
regular,17773,1
illfitting,13060,1
illfitting,15765,1
illfitting,15701,1
regular,03490,1
regular,10516,16
regular,10666,2
illfitting,04209,1
illfitting,05174,1
illfitting,13688,1
illfitting,05516,3
regular,17764,2
regular,04107,1
illfitting,08069,1
illfitting,09091,1
illfitting,03823,1
illfitting,14095,1
regular,14671,1
regular,09719,1
illfitting,14109,1
illfitting,04867,1
illfitting,15087,1
regular,10805,1
illfitting,00462,2
regular,16039,4
regular,07169,4
illfitting,16163,1
illfitting,01174,1
illfitting,05046,1
illfitting,02168,1
illfitting,06071,1
illfitting,02243,1
illfitting,04776,1
illfitting,08195,1
illfitting,06177,1
illfitting,17252,1
illfitting,04214,1
illfitting,11255,1
illfitting,05149,1
regular,06334,2
illfitting,16189,1
regular,14535,4
regular,03339,15
regular,16890,2
illfitting,09090,1
illfitting,11756,1
illfitting,07555,1
illfitting,16320,4
illfitting,02328,1
illfitting,02691,1
illfitting,12920,1
regular,10852,1
regular,04390,8
illfitting,13976,1
illfitting,02670,1
illfitting,16645,1
illfitting,13253,1
illfitting,06009,1
regular,18429,7
illfitting,04804,1
illfitting,01301,1
regular,14467,13
regular,07692,1
regular,16863,1
illfitting,08886,1
illfitting,01405,1
regular,07965,2
illfitting,14253,1
illfitting,03631,1
illfitting,03802,1
regular,14518,1
illfitting,02276,1
illfitting,15296,1
illfitting,06105,1
regular,01002,5
illfitting,10288,1
regular,03713,2
regular,18039,7
illfitting,05995,1
regular,00977,15
regular,14733,1
illfitting,18531,3
illfitting,14296,1
regular,04137,1
illfitting,09161,1
illfitting,04620,1
illfitting,05478,3
illfitting,02367,1
regular,14797,2
illfitting,04022,1
illfitting,08644,2
regular,07275,1
illfitting,01425,1
illfitting,09590,1
illfitting,05487,3
regular,09703,3
regular,17578,1
illfitting,03621,1
illfitting,13313,1
illfitting,15705,1
illfitting,03954,1
illfitting,07450,1
illfitting,13194,1
illfitting,05000,1
illfitting,04656,1
illfitting,08824,1
illfitting,15848,1
regular,16766,15
illfitting,05842,1
regular,02576,1
illfitting,09858,2
illfitting,09951,1
illfitting,08976,1
illfitting,17309,1
regular,14863,3
illfitting,00457,2
illfitting,06908,2
regular,05622,1
illfitting,01446,2
illfitting,15878,2
regular,03215,4
regular,17705,8
regular,17844,14
illfitting,16089,1
regular,18588,3
regular,18404,8
illfitting,14389,2
regular,12169,9
illfitting,01079,1
illfitting,05461,3
illfitting,11939,2
illfitting,13174,1
illfitting,09156,1
illfitting,02252,2
illfitting,14982,1
illfitting,11426,1
illfitting,09413,1
illfitting,14151,1
illfitting,18450,2
illfitting,07997,1
regular,10464,7
illfitting,18502,3
illfitting,13227,1
