service_type,service_id,num_endpoints
illfitting,17230,1
illfitting,15401,1
illfitting,01952,1
illfitting,15933,1
illfitting,16184,1
illfitting,15247,1
illfitting,06303,1
illfitting,05504,4
regular,07199,4
illfitting,04227,1
illfitting,13139,1
regular,06511,2
regular,02518,2
illfitting,04901,1
illfitting,12929,1
regular,18114,1
illfitting,15902,1
regular,07920,3
illfitting,08171,1
illfitting,10310,1
illfitting,08362,1
illfitting,05260,1
illfitting,09259,1
illfitting,14313,1
regular,00101,160
regular,14469,8
regular,06812,7
illfitting,14039,1
illfitting,10295,1
illfitting,11894,1
illfitting,01805,1
illfitting,02761,1
illfitting,12902,1
regular,12381,1
regular,17015,5
illfitting,14041,1
illfitting,14306,1
illfitting,16506,1
regular,04371,3
illfitting,03803,1
illfitting,06159,1
illfitting,02266,1
illfitting,08958,1
regular,16705,2
illfitting,14392,2
illfitting,12524,1
illfitting,15257,1
illfitting,08259,1
regular,03347,5
regular,03193,3
regular,06818,4
regular,10622,1
illfitting,04743,1
illfitting,16236,1
illfitting,04997,1
regular,17993,1
illfitting,02757,1
illfitting,04040,1
illfitting,07457,1
regular,13557,11
regular,12631,1
illfitting,02729,1
regular,07830,2
illfitting,01816,2
illfitting,06182,1
illfitting,08262,1
regular,00044,2
illfitting,09921,1
illfitting,03032,1
illfitting,05881,2
regular,12446,7
regular,12454,7
illfitting,08323,1
regular,12175,3
illfitting,15559,1
regular,06458,4
illfitting,11200,1
illfitting,01410,1
illfitting,08384,1
illfitting,09097,1
illfitting,08395,1
illfitting,09931,2
regular,03291,2
illfitting,06934,2
illfitting,01105,1
illfitting,09236,1
illfitting,11068,1
illfitting,07411,1
illfitting,13418,1
illfitting,05031,1
regular,05666,3
illfitting,09206,1
illfitting,05945,3
illfitting,15349,1
regular,14776,2
illfitting,13465,1
regular,18336,2
illfitting,08510,3
illfitting,01924,1
regular,12624,2
illfitting,02893,1
regular,05657,3
illfitting,11530,1
illfitting,10268,1
illfitting,16609,1
regular,10856,1
illfitting,11670,1
illfitting,01845,1
illfitting,02303,1
illfitting,07614,1
regular,06342,5
regular,14825,2
illfitting,09963,2
regular,09756,3
illfitting,15914,1
illfitting,06044,1
regular,04113,1
illfitting,10216,2
illfitting,01877,1
illfitting,08889,1
illfitting,13696,1
illfitting,11567,1
illfitting,15117,1
illfitting,02702,1
regular,14630,2
illfitting,08433,1
illfitting,01857,1
illfitting,02111,1
regular,14504,7
regular,07048,4
illfitting,01684,2
illfitting,04970,1
illfitting,06142,1
illfitting,11836,1
illfitting,01849,1
regular,16904,4
illfitting,11876,1
regular,03459,1
illfitting,01885,1
regular,18311,1
illfitting,05773,1
illfitting,17314,1
illfitting,08850,1
illfitting,04640,1
illfitting,12971,1
illfitting,15444,1
illfitting,01887,1
illfitting,16148,1
regular,17942,9
illfitting,17495,2
regular,03757,5
illfitting,15947,1
illfitting,09083,1
illfitting,07634,1
illfitting,17118,2
illfitting,00587,1
illfitting,06170,1
illfitting,09171,1
illfitting,15374,1
illfitting,01801,2
illfitting,08409,1
regular,03175,1
regular,13555,3
illfitting,12907,1
illfitting,06936,3
regular,07350,2
illfitting,16596,1
regular,10535,2
regular,13532,9
illfitting,00406,2
illfitting,08802,1
illfitting,16551,1
regular,00820,1
illfitting,15953,1
illfitting,07977,1
illfitting,16319,3
regular,07192,1
illfitting,01584,1
illfitting,04977,1
illfitting,02202,1
illfitting,01146,1
regular,01569,35
regular,00878,1
regular,06564,3
illfitting,14387,3
illfitting,11034,1
illfitting,11532,1
regular,06293,1
illfitting,02965,1
regular,03327,1
illfitting,11534,1
illfitting,11309,1
illfitting,05778,1
illfitting,00412,2
illfitting,04245,1
regular,10592,1
illfitting,05168,1
illfitting,15935,1
illfitting,03029,1
illfitting,15337,1
illfitting,17636,65
illfitting,05231,1
regular,12314,1
regular,00881,3
regular,03293,4
illfitting,08599,1
illfitting,11315,1
illfitting,15455,1
illfitting,15245,1
illfitting,10066,2
illfitting,05957,2
illfitting,01138,1
illfitting,02646,1
illfitting,17108,1
illfitting,11949,4
regular,08941,3
regular,06414,1
illfitting,17388,4
illfitting,13297,1
illfitting,05197,1
illfitting,05467,3
regular,04086,1
illfitting,17308,1
regular,00170,5
illfitting,00466,2
illfitting,15784,1
illfitting,09233,1
illfitting,15114,1
illfitting,00632,1
illfitting,08840,1
illfitting,00585,1
illfitting,13525,1
regular,13554,3
regular,06792,4
regular,18290,11
illfitting,10063,1
illfitting,01188,1
regular,08928,3
illfitting,05320,2
illfitting,08233,1
regular,18428,3
illfitting,18533,1
illfitting,15614,1
regular,12085,2
illfitting,13132,1
regular,10577,1
illfitting,02978,1
illfitting,01441,1
regular,14607,1
regular,16865,7
regular,00182,5
illfitting,16299,3
illfitting,03899,1
illfitting,05416,4
regular,18351,2
illfitting,16406,2
illfitting,14364,5
illfitting,14192,1
illfitting,15949,1
illfitting,14291,1
regular,17017,5
illfitting,05793,1
regular,07925,2
illfitting,03925,1
illfitting,16137,1
illfitting,08980,1
illfitting,12523,1
illfitting,15905,1
illfitting,13291,1
regular,07255,9
regular,00228,10
illfitting,16283,1
regular,00001,1
illfitting,08895,1
illfitting,02892,1
illfitting,11898,1
regular,12343,3
illfitting,12564,1
illfitting,03054,1
illfitting,03643,1
illfitting,11205,1
illfitting,03962,1
illfitting,02969,1
regular,06654,2
illfitting,14309,1
illfitting,16493,1
illfitting,10923,1
illfitting,09914,2
regular,10521,2
regular,13543,1
illfitting,04049,1
regular,01007,1
illfitting,11266,1
illfitting,09569,1
regular,08025,3
regular,03546,2
illfitting,14164,1
illfitting,08774,1
illfitting,13501,1
illfitting,01586,1
illfitting,02363,1
illfitting,01349,1
illfitting,07444,1
illfitting,01319,1
illfitting,16291,4
illfitting,18436,1
regular,09767,3
illfitting,01311,1
illfitting,15193,1
illfitting,09575,1
illfitting,01411,2
regular,14747,1
illfitting,15141,1
illfitting,17339,3
illfitting,02234,1
illfitting,18463,2
regular,18598,4
illfitting,14067,1
illfitting,04912,1
regular,16925,1
regular,03384,1
regular,07191,8
regular,12665,3
regular,03211,9
illfitting,01918,1
illfitting,11683,1
regular,14484,11
illfitting,15274,2
illfitting,04890,1
illfitting,08813,1
illfitting,14964,1
regular,16701,1
illfitting,05079,1
regular,00903,1
illfitting,04231,1
illfitting,11377,1
illfitting,16574,1
regular,17587,4
regular,07143,10
illfitting,05959,3
illfitting,03951,1
illfitting,01513,1
illfitting,02631,1
illfitting,06156,1
regular,12209,2
regular,06739,2
illfitting,08960,1
illfitting,15852,1
illfitting,15006,1
illfitting,11572,1
illfitting,13989,1
illfitting,11592,1
illfitting,08186,1
illfitting,14008,1
regular,09669,2
regular,03491,1
regular,14864,1
illfitting,08226,1
illfitting,13685,1
illfitting,09203,1
illfitting,15139,1
regular,03335,1
illfitting,02736,1
illfitting,07437,1
illfitting,12996,1
illfitting,16675,2
regular,07092,1
illfitting,09440,1
regular,05671,3
regular,10453,2
regular,10487,4
regular,18085,2
illfitting,13280,1
regular,16995,2
illfitting,14057,1
regular,07707,1
illfitting,15017,1
illfitting,09070,1
illfitting,13102,1
illfitting,11248,1
regular,16784,2
illfitting,04241,1
illfitting,15640,1
illfitting,02693,1
illfitting,06963,1
regular,11489,22
illfitting,13690,1
regular,11975,13
illfitting,01678,2
illfitting,04944,1
illfitting,02828,1
regular,17958,12
regular,12476,1
illfitting,05474,3
illfitting,07530,1
illfitting,13668,1
illfitting,15637,1
illfitting,17316,1
regular,14623,1
illfitting,06136,1
illfitting,14967,1
regular,00304,10
illfitting,01737,2
illfitting,04265,1
illfitting,09920,2
illfitting,04801,1
illfitting,10291,1
regular,16853,1
illfitting,09336,1
illfitting,13286,1
illfitting,01724,2
illfitting,07453,1
illfitting,18451,1
illfitting,15939,1
illfitting,04281,1
illfitting,08318,1
illfitting,00411,2
regular,10387,10
regular,18276,37
illfitting,13049,1
illfitting,15861,1
illfitting,09613,1
regular,06360,3
illfitting,10215,1
illfitting,03918,1
regular,10768,3
illfitting,11158,1
illfitting,09204,1
illfitting,17418,4
illfitting,01451,1
illfitting,01119,1
illfitting,01176,1
regular,03475,2
regular,10378,4
illfitting,13363,1
regular,18599,13
illfitting,10211,1
regular,00788,7
regular,01047,5
illfitting,02817,1
illfitting,16377,1
illfitting,01979,1
illfitting,01777,1
illfitting,17385,4
regular,05618,1
illfitting,16178,1
illfitting,02336,1
regular,12830,1
illfitting,15129,1
regular,10867,1
illfitting,05322,2
illfitting,08358,1
illfitting,08772,1
illfitting,18507,4
regular,18054,2
illfitting,15693,1
illfitting,02696,1
illfitting,03893,1
illfitting,15237,1
illfitting,13995,1
illfitting,06229,1
illfitting,09431,1
illfitting,17317,1
regular,07291,2
illfitting,01704,2
illfitting,10318,1
illfitting,08831,1
illfitting,13456,1
illfitting,15201,1
illfitting,02960,1
regular,07124,1
illfitting,17277,1
illfitting,11732,1
illfitting,06228,1
illfitting,07445,1
illfitting,11856,1
regular,07822,7
regular,12598,1
illfitting,13316,1
regular,16968,1
illfitting,03626,1
regular,07373,6
regular,07144,9
illfitting,08289,1
illfitting,01764,2
illfitting,01977,1
illfitting,12575,1
regular,06507,2
illfitting,15330,1
illfitting,01895,1
illfitting,13941,1
illfitting,10335,1
regular,00748,6
illfitting,16688,4
illfitting,07520,1
regular,02555,2
regular,06272,3
illfitting,16152,1
illfitting,10270,1
illfitting,04204,1
illfitting,13454,1
illfitting,11729,1
illfitting,11153,1
illfitting,11561,1
illfitting,11604,1
illfitting,01989,1
illfitting,13065,1
illfitting,09537,1
illfitting,11032,1
illfitting,05442,2
illfitting,06108,1
illfitting,16657,3
regular,14598,2
illfitting,03829,2
regular,10086,1
regular,09656,4
illfitting,09895,1
illfitting,01491,1
illfitting,11669,1
illfitting,03855,1
illfitting,03854,1
illfitting,12961,1
illfitting,01516,1
illfitting,10024,1
illfitting,10162,1
illfitting,02293,1
regular,17774,14
illfitting,03864,1
regular,05677,2
regular,14491,12
regular,16881,2
regular,14791,2
illfitting,01247,1
illfitting,11361,1
regular,17708,3
illfitting,08500,1
regular,04123,1
regular,00696,1
illfitting,05199,1
illfitting,08838,1
illfitting,02970,1
illfitting,13400,1
illfitting,08107,1
illfitting,16196,1
illfitting,00644,1
illfitting,17190,2
illfitting,14134,1
illfitting,15895,1
illfitting,14052,1
regular,00136,5
illfitting,16234,1
regular,17981,1
regular,00063,1
regular,06701,5
illfitting,16498,1
illfitting,07575,1
regular,10523,2
regular,11988,2
regular,03435,2
regular,03568,1
regular,01538,4
illfitting,04223,1
illfitting,14302,1
regular,18270,4
illfitting,12579,1
regular,02568,1
illfitting,11744,1
illfitting,11626,1
illfitting,11343,1
illfitting,07993,2
illfitting,08828,1
illfitting,03655,1
regular,07366,2
illfitting,15104,1
illfitting,00608,1
illfitting,09243,1
illfitting,15853,1
regular,12859,2
regular,03245,2
illfitting,02322,1
illfitting,16446,1
illfitting,08584,1
regular,16068,13
illfitting,04831,1
illfitting,07501,1
illfitting,13045,1
regular,06292,5
illfitting,11785,1
illfitting,05223,1
illfitting,03980,1
illfitting,11533,1
illfitting,03019,2
illfitting,09960,1
regular,17936,1
illfitting,15889,2
illfitting,01504,1
illfitting,07506,1
illfitting,18600,1
illfitting,10158,1
illfitting,14058,1
illfitting,15042,1
illfitting,11238,1
illfitting,08817,1
regular,04515,3
illfitting,10264,1
illfitting,16571,2
regular,12595,4
illfitting,01306,1
illfitting,07394,1
regular,05625,1
illfitting,11344,1
illfitting,18564,2
regular,04081,2
illfitting,10204,1
illfitting,09254,1
illfitting,09312,1
illfitting,04937,1
illfitting,02241,1
illfitting,11109,1
illfitting,09050,1
regular,03587,29
illfitting,15094,1
regular,03302,6
regular,16998,8
illfitting,09006,1
illfitting,18555,3
illfitting,13661,1
regular,00718,2
illfitting,11280,1
illfitting,16491,1
illfitting,11122,1
regular,16868,11
illfitting,10235,1
illfitting,15602,1
illfitting,11757,1
illfitting,15363,1
illfitting,02788,3
illfitting,13279,1
illfitting,06180,1
illfitting,16643,3
illfitting,11619,1
illfitting,14060,1
illfitting,17313,1
regular,10416,3
illfitting,17319,1
regular,18190,1
regular,03131,1
regular,07068,12
regular,16870,4
regular,07882,2
illfitting,09088,1
illfitting,14323,5
regular,12262,3
regular,10903,2
regular,07212,3
illfitting,03801,1
illfitting,14054,1
illfitting,14200,1
illfitting,09062,1
regular,10403,2
illfitting,09390,1
illfitting,09828,1
illfitting,09279,1
illfitting,02847,1
illfitting,17242,1
illfitting,11129,1
regular,03078,1
regular,11484,12
illfitting,14099,1
illfitting,09184,1
regular,06352,2
illfitting,10304,1
illfitting,18601,1
illfitting,02906,1
illfitting,13366,1
regular,01069,2
illfitting,13959,1
illfitting,02652,1
illfitting,02713,1
illfitting,16606,1
regular,04557,4
illfitting,17159,1
regular,14514,1
regular,06729,3
illfitting,07468,2
regular,12685,1
illfitting,01841,1
illfitting,13500,1
illfitting,01276,1
illfitting,04689,1
regular,16905,7
regular,10860,20
illfitting,11680,1
illfitting,14254,1
illfitting,05825,1
illfitting,15777,2
illfitting,15345,1
regular,06655,2
illfitting,04000,1
illfitting,05785,1
illfitting,00392,2
illfitting,02941,1
illfitting,10276,1
illfitting,13020,1
illfitting,13022,1
illfitting,13411,1
illfitting,01260,1
illfitting,15010,1
regular,07052,1
regular,00076,3
illfitting,16198,1
illfitting,12535,4
illfitting,03989,2
illfitting,04681,1
illfitting,09949,1
illfitting,09601,1
illfitting,01621,2
illfitting,17219,1
illfitting,04895,1
illfitting,05264,2
regular,17666,2
illfitting,14312,1
illfitting,02913,1
regular,00131,20
regular,12484,117
regular,06257,6
illfitting,09196,1
illfitting,17342,2
illfitting,08602,1
illfitting,08536,2
illfitting,11631,1
illfitting,06157,1
illfitting,11601,1
illfitting,13653,1
illfitting,14195,1
regular,03474,3
illfitting,05095,1
illfitting,07546,1
illfitting,07551,1
illfitting,04213,1
illfitting,11321,1
illfitting,11693,1
regular,14753,5
illfitting,05896,2
regular,18246,3
illfitting,01332,1
illfitting,15307,1
regular,05679,1
illfitting,15791,1
illfitting,15911,1
illfitting,15093,1
illfitting,01583,1
illfitting,04263,1
regular,00905,1
illfitting,02153,1
regular,07966,9
regular,07127,13
illfitting,00483,2
regular,18015,6
illfitting,08540,2
illfitting,04741,1
illfitting,13250,1
illfitting,11554,1
illfitting,13304,1
illfitting,04800,1
illfitting,02226,1
illfitting,15711,1
illfitting,13119,2
illfitting,15074,1
illfitting,13391,1
illfitting,17081,2
illfitting,02173,1
illfitting,11237,1
illfitting,06780,1
regular,12477,1
illfitting,01879,1
illfitting,15937,2
illfitting,03804,1
regular,13568,27
regular,12373,1
illfitting,08807,1
regular,07340,5
illfitting,17208,2
illfitting,13974,1
regular,00088,2
illfitting,04888,1
illfitting,15125,1
regular,08061,2
illfitting,14131,1
illfitting,01986,1
illfitting,16651,2
illfitting,01923,1
illfitting,14174,1
illfitting,08403,1
illfitting,05053,1
illfitting,01607,1
illfitting,13128,1
regular,10800,7
illfitting,09217,1
regular,00770,4
regular,03432,1
regular,11957,2
illfitting,16115,1
illfitting,10181,1
illfitting,13658,1
regular,03446,2
illfitting,09507,1
regular,12097,2
regular,12602,3
regular,14904,1
illfitting,11809,1
illfitting,13186,1
illfitting,02379,1
illfitting,13329,1
illfitting,08568,1
illfitting,17099,1
regular,00791,5
illfitting,08197,1
illfitting,08442,1
illfitting,17323,2
illfitting,16559,1
illfitting,17248,1
illfitting,04036,1
illfitting,13401,1
illfitting,14264,1
regular,00789,1
illfitting,04807,1
illfitting,02842,1
illfitting,05435,2
illfitting,17365,1
regular,12818,1
illfitting,04923,1
illfitting,06153,1
illfitting,14065,1
illfitting,13372,1
illfitting,06065,1
illfitting,02865,1
illfitting,07523,1
regular,18403,1
illfitting,15290,1
illfitting,04868,1
illfitting,15063,1
illfitting,03984,1
illfitting,16153,1
regular,00827,2
illfitting,12571,1
illfitting,01997,1
regular,12887,1
illfitting,11261,1
illfitting,17300,1
regular,18092,6
regular,05672,2
illfitting,07495,1
regular,14523,1
regular,06553,2
illfitting,03885,1
regular,06437,3
illfitting,14110,1
illfitting,11568,1
illfitting,04363,1
illfitting,05415,3
regular,06581,3
illfitting,16242,1
illfitting,05166,1
illfitting,01614,1
illfitting,16587,1
regular,12193,1
illfitting,01906,1
illfitting,09510,1
illfitting,12896,1
regular,03577,25
regular,12263,1
illfitting,05022,1
regular,12851,2
illfitting,04908,1
illfitting,00479,2
illfitting,01383,1
illfitting,13101,1
regular,07672,1
illfitting,03652,1
regular,07673,2
regular,01570,29
illfitting,14334,3
regular,06810,2
illfitting,15028,1
regular,00216,6
illfitting,03619,1
regular,04405,1
illfitting,05886,2
regular,07686,1
illfitting,13640,1
illfitting,02901,1
regular,00124,10
illfitting,08909,1
illfitting,04246,1
illfitting,14396,5
regular,18238,3
illfitting,16279,1
illfitting,01227,1
illfitting,18443,1
illfitting,09136,1
illfitting,04220,1
illfitting,15603,1
regular,17016,2
illfitting,13890,1
illfitting,01636,2
illfitting,06215,1
regular,13544,4
regular,06796,9
illfitting,15502,1
illfitting,16567,1
illfitting,05050,1
illfitting,09350,2
illfitting,15136,1
illfitting,16561,1
illfitting,04671,1
illfitting,00366,1
illfitting,12522,1
illfitting,01102,1
illfitting,04316,1
illfitting,04024,1
regular,10082,1
illfitting,09412,1
illfitting,09453,1
illfitting,11540,1
illfitting,08569,1
illfitting,01975,1
regular,16700,1
illfitting,05385,3
regular,07901,4
regular,07128,6
regular,10760,3
regular,00133,1
illfitting,12570,1
regular,07802,2
illfitting,08846,1
regular,03160,3
illfitting,04850,1
illfitting,11104,1
illfitting,16122,1
illfitting,15755,2
illfitting,16335,2
illfitting,16253,1
illfitting,13068,1
illfitting,06103,1
illfitting,14197,1
illfitting,08324,1
illfitting,04746,1
illfitting,12932,1
illfitting,01718,2
illfitting,07586,1
illfitting,02627,1
illfitting,16564,1
regular,00013,1
regular,07706,3
illfitting,15540,1
regular,12401,2
illfitting,04644,2
illfitting,13447,1
illfitting,02682,1
illfitting,11784,1
regular,03700,1
illfitting,11584,1
illfitting,16617,1
regular,03096,4
illfitting,05470,2
illfitting,15023,1
illfitting,14361,5
illfitting,02687,1
illfitting,16579,1
illfitting,06991,1
regular,03128,3
illfitting,05141,1
illfitting,02300,1
illfitting,09480,1
regular,02515,13
illfitting,09030,1
regular,14470,9
illfitting,09442,1
illfitting,02021,1
regular,18218,4
regular,04397,2
regular,02526,1
illfitting,08545,3
regular,11477,3
regular,17841,3
illfitting,13483,1
illfitting,03869,1
regular,13576,18
regular,05734,2
illfitting,05137,1
regular,06330,2
regular,18217,3
regular,00032,2
illfitting,14083,1
illfitting,05179,1
illfitting,14996,1
illfitting,12890,1
regular,00061,1
illfitting,09627,1
illfitting,13684,1
regular,00288,2510
regular,03208,14
regular,03565,4
regular,07304,1
illfitting,08636,1
regular,11451,2
regular,02586,2
illfitting,04683,1
regular,17634,1
illfitting,05083,1
illfitting,07583,1
illfitting,09110,1
illfitting,13683,1
illfitting,11905,1
illfitting,02203,1
illfitting,02248,1
illfitting,13064,1
illfitting,13087,1
illfitting,13138,1
regular,03440,2
illfitting,05916,3
illfitting,02947,1
illfitting,08855,1
regular,18006,3
regular,12267,4
illfitting,15305,2
illfitting,05170,1
illfitting,01947,1
illfitting,11157,1
illfitting,04963,1
illfitting,15671,1
regular,16840,2
illfitting,17133,2
illfitting,02907,1
illfitting,13678,1
illfitting,07975,1
illfitting,17351,1
illfitting,14107,1
illfitting,15184,1
illfitting,14130,1
illfitting,12527,1
regular,17058,2
regular,04376,2
illfitting,03604,1
regular,03304,1
illfitting,09830,1
regular,00860,1
illfitting,16332,3
illfitting,10251,1
illfitting,08862,1
illfitting,02982,1
illfitting,07434,1
illfitting,04841,1
illfitting,11116,1
illfitting,10048,1
illfitting,09591,1
regular,03336,7
illfitting,17244,1
illfitting,14136,1
regular,00240,1
illfitting,08908,1
illfitting,11106,1
regular,07222,4
illfitting,14081,1
regular,14464,3
illfitting,03920,1
illfitting,02619,1
illfitting,11134,1
illfitting,07597,1
regular,07302,3
regular,16040,30
illfitting,08527,2
regular,17056,3
illfitting,08869,1
regular,14735,5
illfitting,10196,1
illfitting,05767,1
illfitting,14207,1
illfitting,14358,4
illfitting,04655,1
illfitting,14251,1
regular,12615,2
illfitting,06183,1
illfitting,07461,1
illfitting,08423,1
illfitting,09518,1
regular,00910,1
illfitting,00572,1
illfitting,04699,1
illfitting,13524,1
regular,00895,7
illfitting,05455,3
illfitting,04627,1
illfitting,18449,1
regular,00832,6
regular,12177,2
illfitting,02661,1
illfitting,00497,2
illfitting,11595,1
illfitting,03953,1
illfitting,05947,2
illfitting,05491,3
illfitting,01125,1
illfitting,15365,1
illfitting,00616,1
illfitting,05247,1
illfitting,11125,1
illfitting,02088,1
regular,09708,12
illfitting,08544,3
illfitting,16344,3
regular,03669,1
illfitting,13997,1
illfitting,03865,1
illfitting,06084,1
illfitting,04672,1
illfitting,06150,1
illfitting,08255,1
illfitting,16597,1
illfitting,01884,1
illfitting,11190,1
illfitting,16585,1
illfitting,04751,1
regular,04573,2
illfitting,06162,1
regular,03485,1
illfitting,17337,2
regular,09780,3
illfitting,09870,1
regular,09769,4
illfitting,06239,1
illfitting,07995,2
illfitting,15815,2
illfitting,11279,1
illfitting,06120,1
illfitting,03638,1
illfitting,07620,1
illfitting,15736,1
illfitting,16573,1
illfitting,11274,1
regular,06715,2
regular,14852,3
illfitting,05048,1
illfitting,04781,1
regular,18398,1
illfitting,08789,1
regular,07852,5
illfitting,13335,1
regular,18397,1
illfitting,11602,1
illfitting,01090,1
illfitting,04821,1
illfitting,03858,1
regular,14874,3
regular,18020,1
illfitting,13088,1
illfitting,08505,1
regular,06288,1
regular,03592,33
regular,12256,3
regular,12156,7
illfitting,16639,2
illfitting,09593,1
illfitting,16594,1
illfitting,13079,1
illfitting,16229,1
regular,09763,4
illfitting,13131,1
illfitting,13287,1
illfitting,15630,1
illfitting,02339,1
illfitting,15459,1
illfitting,11938,3
illfitting,15149,1
illfitting,09501,1
illfitting,02357,1
illfitting,07505,1
illfitting,15386,1
illfitting,02976,1
illfitting,05441,3
regular,18025,3
regular,05715,4
illfitting,12415,1
regular,05655,1
illfitting,08328,1
regular,18071,5
illfitting,15501,1
illfitting,01949,1
illfitting,08283,1
illfitting,01424,1
illfitting,04278,1
illfitting,09548,1
illfitting,11311,1
illfitting,08914,1
illfitting,15843,1
illfitting,08117,1
illfitting,02843,1
regular,02418,516
regular,05627,7
regular,07161,1
illfitting,09473,1
illfitting,12531,1
illfitting,11410,2
illfitting,02770,2
illfitting,02912,1
illfitting,07994,1
illfitting,12913,1
illfitting,15054,1
illfitting,06905,2
illfitting,08844,1
illfitting,13644,1
illfitting,08407,1
illfitting,15725,1
regular,00670,1
illfitting,05163,1
illfitting,07469,1
illfitting,15072,1
illfitting,06181,1
illfitting,10355,1
regular,18303,2
illfitting,04740,1
regular,12465,2
illfitting,02685,1
illfitting,14968,1
illfitting,02157,1
illfitting,15229,1
regular,10776,1
regular,10101,5
regular,18602,20
illfitting,04349,2
illfitting,12510,1
illfitting,17249,1
illfitting,16118,1
illfitting,08329,1
illfitting,02074,1
regular,04508,1
illfitting,10258,1
illfitting,09123,1
illfitting,09954,1
regular,04092,2
regular,16760,4
illfitting,01647,2
illfitting,15491,1
illfitting,18482,1
illfitting,07426,1
regular,17894,2
regular,00115,3
illfitting,01116,1
illfitting,13314,1
illfitting,00656,1
illfitting,08153,1
illfitting,16086,1
illfitting,11163,1
illfitting,04889,1
illfitting,11295,1
illfitting,15622,1
illfitting,11112,1
illfitting,13076,1
regular,07153,7
regular,09734,2
regular,10424,5
illfitting,16143,1
illfitting,00399,3
illfitting,16104,1
illfitting,06864,1
regular,00872,2
illfitting,14125,1
regular,03682,1
illfitting,11904,1
regular,10353,1
illfitting,08353,1
regular,03672,1
illfitting,06058,1
regular,18232,1
illfitting,13466,1
illfitting,09893,1
regular,06518,30
regular,04594,3
illfitting,02600,1
regular,18211,4
illfitting,03870,1
illfitting,10025,1
illfitting,01228,1
illfitting,13161,1
illfitting,05910,1
illfitting,11655,1
illfitting,01478,1
regular,10367,6
illfitting,08389,1
illfitting,05119,1
illfitting,12948,1
regular,14933,1
regular,14919,3
illfitting,01263,1
regular,15964,4
regular,04159,1
illfitting,17364,2
regular,05654,1
illfitting,01600,1
illfitting,14051,1
illfitting,02255,1
illfitting,02648,1
illfitting,05100,1
regular,16923,6
regular,07383,6
regular,14736,6
regular,16702,2
illfitting,02256,1
illfitting,15780,2
illfitting,17368,2
illfitting,07447,1
illfitting,08522,3
regular,10677,1
regular,00137,5
illfitting,08357,1
illfitting,11088,1
illfitting,06131,1
regular,04118,1
regular,03192,3
regular,10830,1
illfitting,02082,1
illfitting,14946,1
illfitting,06909,2
regular,18375,1
illfitting,04809,1
regular,07737,4
regular,06794,4
illfitting,12957,1
illfitting,05484,4
regular,10593,3
regular,18081,8
regular,10704,2
illfitting,08074,1
regular,00678,1
illfitting,15048,1
illfitting,08962,1
illfitting,11222,1
illfitting,08471,1
illfitting,08333,1
illfitting,13682,1
regular,04463,1
illfitting,04827,1
illfitting,08125,1
illfitting,10299,1
illfitting,15805,2
illfitting,15279,1
illfitting,13269,1
illfitting,13433,1
regular,18363,1
illfitting,16477,1
illfitting,13514,1
regular,10738,1
illfitting,04348,1
illfitting,11213,1
regular,06570,4
illfitting,14961,1
regular,00140,6
illfitting,11043,1
illfitting,15629,1
illfitting,08834,1
illfitting,16478,1
regular,17955,1
illfitting,13956,1
illfitting,04852,1
regular,07940,3
illfitting,01598,1
illfitting,04717,1
illfitting,15083,1
illfitting,03956,1
illfitting,13527,1
regular,11990,1
illfitting,11854,1
illfitting,13168,1
regular,09762,4
illfitting,10218,1
illfitting,01313,1
illfitting,15322,1
illfitting,16605,1
illfitting,02309,1
illfitting,07414,1
illfitting,09574,1
illfitting,12525,1
regular,06816,1
illfitting,05203,1
illfitting,10277,1
illfitting,01314,1
illfitting,02220,1
illfitting,05302,2
illfitting,16298,5
illfitting,01878,1
illfitting,15263,1
illfitting,10255,1
illfitting,15724,1
illfitting,16193,1
illfitting,05004,1
illfitting,13649,1
illfitting,16592,1
illfitting,13675,1
illfitting,18603,1
illfitting,16479,2
illfitting,11307,1
illfitting,03021,1
illfitting,08400,1
illfitting,09532,1
illfitting,09169,1
illfitting,13996,1
illfitting,15424,1
regular,00169,15
illfitting,13203,1
illfitting,05055,1
illfitting,04207,1
illfitting,13095,1
regular,18371,2
illfitting,14138,1
illfitting,05904,2
illfitting,01714,2
illfitting,10186,1
illfitting,13519,1
regular,04456,1
illfitting,03611,1
illfitting,11092,1
regular,12006,1
illfitting,09373,1
illfitting,17382,3
regular,07872,16
illfitting,08428,1
illfitting,01711,2
illfitting,15026,1
illfitting,04269,1
illfitting,05893,2
regular,05612,1
illfitting,14256,1
illfitting,05374,2
illfitting,04212,1
illfitting,08841,1
regular,03492,3
illfitting,04698,1
illfitting,01092,1
illfitting,09220,1
regular,04070,1
illfitting,10929,1
regular,04495,3
regular,16896,1
illfitting,11613,1
regular,03319,14
illfitting,13464,2
illfitting,05445,3
illfitting,11393,2
regular,06469,3
illfitting,09009,1
illfitting,16301,2
illfitting,08748,2
illfitting,09330,1
illfitting,13672,1
illfitting,08441,1
illfitting,14292,1
illfitting,14965,1
illfitting,04744,1
illfitting,16395,3
illfitting,15856,1
illfitting,03056,1
regular,06391,6
regular,04156,1
illfitting,15358,1
illfitting,16527,1
illfitting,02225,1
illfitting,07593,1
illfitting,06836,1
illfitting,02324,1
regular,16718,4
regular,17619,2
regular,16042,10
illfitting,17335,2
illfitting,09258,1
regular,10104,4
regular,07230,2
illfitting,01609,1
illfitting,09563,1
regular,12029,4
illfitting,04854,1
